field_name,record_type,dimension,dimension_value,total_records,non_empty_count,valid_count,coverage,valid_coverage
pre_embedding_quality.confidence,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.confidence,chunk,record_type,chunk,4,1,1,0.25,0.25
pre_embedding_quality.confidence,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.confidence,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
pre_embedding_quality.confidence,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.confidence,chunk,version,1,2,1,1,0.5,0.5
pre_embedding_quality.confidence,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.confidence,chunk,year,2026,4,1,1,0.25,0.25
pre_embedding_quality.embedding_reused,chunk,all,all,4,1,1,0.25,0.25
pre_embedding_quality.embedding_reused,chunk,document_type,policy,2,1,1,0.5,0.5
pre_embedding_quality.embedding_reused,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.embedding_reused,chunk,record_type,chunk,4,1,1,0.25,0.25
pre_embedding_quality.embedding_reused,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.embedding_reused,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
pre_embedding_quality.embedding_reused,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.embedding_reused,chunk,version,1,2,1,1,0.5,0.5
pre_embedding_quality.embedding_reused,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.embedding_reused,chunk,year,2026,4,1,1,0.25,0.25
pre_embedding_quality.match_source,chunk,all,all,4,0,0,0.0,0.0
pre_embedding_quality.match_source,chunk,document_type,policy,2,0,0,0.0,0.0
pre_embedding_quality.match_source,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.match_source,chunk,record_type,chunk,4,0,0,0.0,0.0
pre_embedding_quality.match_source,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.match_source,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
pre_embedding_quality.match_source,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.match_source,chunk,version,1,2,0,0,0.0,0.0
pre_embedding_quality.match_source,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.match_source,chunk,year,2026,4,0,0,0.0,0.0
pre_embedding_quality.target_document_id,chunk,all,all,4,0,0,0.0,0.0
pre_embedding_quality.target_document_id,chunk,document_type,policy,2,0,0,0.0,0.0
pre_embedding_quality.target_document_id,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.target_document_id,chunk,record_type,chunk,4,0,0,0.0,0.0
pre_embedding_quality.target_document_id,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.target_document_id,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
pre_embedding_quality.target_document_id,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.target_document_id,chunk,version,1,2,0,0,0.0,0.0
pre_embedding_quality.target_document_id,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.target_document_id,chunk,year,2026,4,0,0,0.0,0.0
pre_embedding_quality.target_chunk_id,chunk,all,all,4,0,0,0.0,0.0
pre_embedding_quality.target_chunk_id,chunk,document_type,policy,2,0,0,0.0,0.0
pre_embedding_quality.target_chunk_id,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.target_chunk_id,chunk,record_type,chunk,4,0,0,0.0,0.0
pre_embedding_quality.target_chunk_id,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.target_chunk_id,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
pre_embedding_quality.target_chunk_id,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.target_chunk_id,chunk,version,1,2,0,0,0.0,0.0
pre_embedding_quality.target_chunk_id,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.target_chunk_id,chunk,year,2026,4,0,0,0.0,0.0
pre_embedding_quality.simhash_hamming_distance,chunk,all,all,4,1,1,0.25,0.25
pre_embedding_quality.simhash_hamming_distance,chunk,document_type,policy,2,1,1,0.5,0.5
pre_embedding_quality.simhash_hamming_distance,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.simhash_hamming_distance,chunk,record_type,chunk,4,1,1,0.25,0.25
pre_embedding_quality.simhash_hamming_distance,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.simhash_hamming_distance,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
pre_embedding_quality.simhash_hamming_distance,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.simhash_hamming_distance,chunk,version,1,2,1,1,0.5,0.5
pre_embedding_quality.simhash_hamming_distance,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.simhash_hamming_distance,chunk,year,2026,4,1,1,0.25,0.25
pre_embedding_quality.lsh_band_matches,chunk,all,all,4,1,1,0.25,0.25
pre_embedding_quality.lsh_band_matches,chunk,document_type,policy,2,1,1,0.5,0.5
pre_embedding_quality.lsh_band_matches,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.lsh_band_matches,chunk,record_type,chunk,4,1,1,0.25,0.25
pre_embedding_quality.lsh_band_matches,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.lsh_band_matches,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
pre_embedding_quality.lsh_band_matches,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.lsh_band_matches,chunk,version,1,2,1,1,0.5,0.5
pre_embedding_quality.lsh_band_matches,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.lsh_band_matches,chunk,year,2026,4,1,1,0.25,0.25
pre_embedding_quality.lexical_similarity,chunk,all,all,4,1,1,0.25,0.25
pre_embedding_quality.lexical_similarity,chunk,document_type,policy,2,1,1,0.5,0.5
pre_embedding_quality.lexical_similarity,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.lexical_similarity,chunk,record_type,chunk,4,1,1,0.25,0.25
pre_embedding_quality.lexical_similarity,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.lexical_similarity,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
pre_embedding_quality.lexical_similarity,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.lexical_similarity,chunk,version,1,2,1,1,0.5,0.5
pre_embedding_quality.lexical_similarity,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.lexical_similarity,chunk,year,2026,4,1,1,0.25,0.25
pre_embedding_quality.containment,chunk,all,all,4,1,1,0.25,0.25
pre_embedding_quality.containment,chunk,document_type,policy,2,1,1,0.5,0.5
pre_embedding_quality.containment,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.containment,chunk,record_type,chunk,4,1,1,0.25,0.25
pre_embedding_quality.containment,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.containment,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
pre_embedding_quality.containment,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.containment,chunk,version,1,2,1,1,0.5,0.5
pre_embedding_quality.containment,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.containment,chunk,year,2026,4,1,1,0.25,0.25
pre_embedding_quality.reason_codes,chunk,all,all,4,1,1,0.25,0.25
pre_embedding_quality.reason_codes,chunk,document_type,policy,2,1,1,0.5,0.5
pre_embedding_quality.reason_codes,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.reason_codes,chunk,record_type,chunk,4,1,1,0.25,0.25
pre_embedding_quality.reason_codes,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.reason_codes,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
pre_embedding_quality.reason_codes,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.reason_codes,chunk,version,1,2,1,1,0.5,0.5
pre_embedding_quality.reason_codes,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.reason_codes,chunk,year,2026,4,1,1,0.25,0.25
provenance_metadata,chunk,all,all,4,0,0,0.0,0.0
provenance_metadata,chunk,document_type,policy,2,0,0,0.0,0.0
provenance_metadata,chunk,document_type,report,1,0,0,0.0,0.0
provenance_metadata,chunk,record_type,chunk,4,0,0,0.0,0.0
provenance_metadata,chunk,source,fixture/orphan,1,0,0,0.0,0.0
provenance_metadata,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
provenance_metadata,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
provenance_metadata,chunk,version,1,2,0,0,0.0,0.0
provenance_metadata,chunk,version,2,2,0,0,0.0,0.0
provenance_metadata,chunk,year,2026,4,0,0,0.0,0.0
authority_metadata,chunk,all,all,4,0,0,0.0,0.0
authority_metadata,chunk,document_type,policy,2,0,0,0.0,0.0
authority_metadata,chunk,document_type,report,1,0,0,0.0,0.0
authority_metadata,chunk,record_type,chunk,4,0,0,0.0,0.0
authority_metadata,chunk,source,fixture/orphan,1,0,0,0.0,0.0
authority_metadata,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
authority_metadata,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
authority_metadata,chunk,version,1,2,0,0,0.0,0.0
authority_metadata,chunk,version,2,2,0,0,0.0,0.0
authority_metadata,chunk,year,2026,4,0,0,0.0,0.0
qdrant_point_id,chunk,all,all,4,0,0,0.0,0.0
qdrant_point_id,chunk,document_type,policy,2,0,0,0.0,0.0
qdrant_point_id,chunk,document_type,report,1,0,0,0.0,0.0
qdrant_point_id,chunk,record_type,chunk,4,0,0,0.0,0.0
qdrant_point_id,chunk,source,fixture/orphan,1,0,0,0.0,0.0
qdrant_point_id,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
qdrant_point_id,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
qdrant_point_id,chunk,version,1,2,0,0,0.0,0.0
qdrant_point_id,chunk,version,2,2,0,0,0.0,0.0
qdrant_point_id,chunk,year,2026,4,0,0,0.0,0.0
source_chunk_id,chunk,all,all,4,0,0,0.0,0.0
source_chunk_id,chunk,document_type,policy,2,0,0,0.0,0.0
source_chunk_id,chunk,document_type,report,1,0,0,0.0,0.0
source_chunk_id,chunk,record_type,chunk,4,0,0,0.0,0.0
source_chunk_id,chunk,source,fixture/orphan,1,0,0,0.0,0.0
source_chunk_id,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
source_chunk_id,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
source_chunk_id,chunk,version,1,2,0,0,0.0,0.0
source_chunk_id,chunk,version,2,2,0,0,0.0,0.0
source_chunk_id,chunk,year,2026,4,0,0,0.0,0.0
pre_embedding_quality.target_chunk_index,chunk,all,all,4,0,0,0.0,0.0
pre_embedding_quality.target_chunk_index,chunk,document_type,policy,2,0,0,0.0,0.0
pre_embedding_quality.target_chunk_index,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.target_chunk_index,chunk,record_type,chunk,4,0,0,0.0,0.0
pre_embedding_quality.target_chunk_index,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.target_chunk_index,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
pre_embedding_quality.target_chunk_index,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.target_chunk_index,chunk,version,1,2,0,0,0.0,0.0
pre_embedding_quality.target_chunk_index,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.target_chunk_index,chunk,year,2026,4,0,0,0.0,0.0
quality_metadata.normalization_version,document,all,all,3,0,0,0.0,0.0
quality_metadata.normalization_version,document,record_type,document,3,0,0,0.0,0.0
quality_metadata.normalization_version,document,source,documents,3,0,0,0.0,0.0
quality_metadata.normalization_version,document,version,1,2,0,0,0.0,0.0
quality_metadata.normalization_version,document,version,2,1,0,0,0.0,0.0
quality_metadata.normalization_version,document,year,2025,1,0,0,0.0,0.0
quality_metadata.normalization_version,document,year,2026,2,0,0,0.0,0.0
quality_metadata.numbers,document,all,all,3,0,0,0.0,0.0
quality_metadata.numbers,document,record_type,document,3,0,0,0.0,0.0
quality_metadata.numbers,document,source,documents,3,0,0,0.0,0.0
quality_metadata.numbers,document,version,1,2,0,0,0.0,0.0
quality_metadata.numbers,document,version,2,1,0,0,0.0,0.0
quality_metadata.numbers,document,year,2025,1,0,0,0.0,0.0
quality_metadata.numbers,document,year,2026,2,0,0,0.0,0.0
quality_metadata.dates,document,all,all,3,0,0,0.0,0.0
quality_metadata.dates,document,record_type,document,3,0,0,0.0,0.0
quality_metadata.dates,document,source,documents,3,0,0,0.0,0.0
quality_metadata.dates,document,version,1,2,0,0,0.0,0.0
quality_metadata.dates,document,version,2,1,0,0,0.0,0.0
quality_metadata.dates,document,year,2025,1,0,0,0.0,0.0
quality_metadata.dates,document,year,2026,2,0,0,0.0,0.0
quality_metadata.has_negation,document,all,all,3,0,0,0.0,0.0
quality_metadata.has_negation,document,record_type,document,3,0,0,0.0,0.0
quality_metadata.has_negation,document,source,documents,3,0,0,0.0,0.0
quality_metadata.has_negation,document,version,1,2,0,0,0.0,0.0
quality_metadata.has_negation,document,version,2,1,0,0,0.0,0.0
quality_metadata.has_negation,document,year,2025,1,0,0,0.0,0.0
quality_metadata.has_negation,document,year,2026,2,0,0,0.0,0.0
quality_metadata.identity_trusted,document,all,all,3,0,0,0.0,0.0
quality_metadata.identity_trusted,document,record_type,document,3,0,0,0.0,0.0
quality_metadata.identity_trusted,document,source,documents,3,0,0,0.0,0.0
quality_metadata.identity_trusted,document,version,1,2,0,0,0.0,0.0
quality_metadata.identity_trusted,document,version,2,1,0,0,0.0,0.0
quality_metadata.identity_trusted,document,year,2025,1,0,0,0.0,0.0
quality_metadata.identity_trusted,document,year,2026,2,0,0,0.0,0.0
quality_metadata.projection_source,document,all,all,3,0,0,0.0,0.0
quality_metadata.projection_source,document,record_type,document,3,0,0,0.0,0.0
quality_metadata.projection_source,document,source,documents,3,0,0,0.0,0.0
quality_metadata.projection_source,document,version,1,2,0,0,0.0,0.0
quality_metadata.projection_source,document,version,2,1,0,0,0.0,0.0
quality_metadata.projection_source,document,year,2025,1,0,0,0.0,0.0
quality_metadata.projection_source,document,year,2026,2,0,0,0.0,0.0
quality_metadata.table_count,document,all,all,3,0,0,0.0,0.0
quality_metadata.table_count,document,record_type,document,3,0,0,0.0,0.0
quality_metadata.table_count,document,source,documents,3,0,0,0.0,0.0
quality_metadata.table_count,document,version,1,2,0,0,0.0,0.0
quality_metadata.table_count,document,version,2,1,0,0,0.0,0.0
quality_metadata.table_count,document,year,2025,1,0,0,0.0,0.0
quality_metadata.table_count,document,year,2026,2,0,0,0.0,0.0
quality_metadata.fallback_used,document,all,all,3,0,0,0.0,0.0
quality_metadata.fallback_used,document,record_type,document,3,0,0,0.0,0.0
quality_metadata.fallback_used,document,source,documents,3,0,0,0.0,0.0
quality_metadata.fallback_used,document,version,1,2,0,0,0.0,0.0
quality_metadata.fallback_used,document,version,2,1,0,0,0.0,0.0
quality_metadata.fallback_used,document,year,2025,1,0,0,0.0,0.0
quality_metadata.fallback_used,document,year,2026,2,0,0,0.0,0.0
quality_metadata.unrepresented_visual_count,document,all,all,3,0,0,0.0,0.0
quality_metadata.unrepresented_visual_count,document,record_type,document,3,0,0,0.0,0.0
quality_metadata.unrepresented_visual_count,document,source,documents,3,0,0,0.0,0.0
quality_metadata.unrepresented_visual_count,document,version,1,2,0,0,0.0,0.0
quality_metadata.unrepresented_visual_count,document,version,2,1,0,0,0.0,0.0
quality_metadata.unrepresented_visual_count,document,year,2025,1,0,0,0.0,0.0
quality_metadata.unrepresented_visual_count,document,year,2026,2,0,0,0.0,0.0
quality_metadata.replacement_character_count,document,all,all,3,0,0,0.0,0.0
quality_metadata.replacement_character_count,document,record_type,document,3,0,0,0.0,0.0
quality_metadata.replacement_character_count,document,source,documents,3,0,0,0.0,0.0
quality_metadata.replacement_character_count,document,version,1,2,0,0,0.0,0.0
quality_metadata.replacement_character_count,document,version,2,1,0,0,0.0,0.0
quality_metadata.replacement_character_count,document,year,2025,1,0,0,0.0,0.0
quality_metadata.replacement_character_count,document,year,2026,2,0,0,0.0,0.0
