test_id,source_file,primary_slice,target_type,expected_page,status,term_coverage,relevant_chunk_count,relevant_chunk_ids,relevant_group_count,protected_chunk_count,missing_terms
real_multi_hop_10,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:30:e954cfc26432 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:12:e39d87b170f0,2,0,
real_multi_hop_11,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:32:bad9d6a7bc21 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:12:e39d87b170f0,2,0,
real_multi_hop_12,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:35:fc3f63a6e7d9 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:14:f6fb05561df3,2,0,
real_multi_hop_13,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:37:948fc77bdcf0 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:14:f6fb05561df3,2,0,
real_multi_hop_14,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:39:7c74de4c0bb4 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:14:f6fb05561df3,2,0,
real_multi_hop_15,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:42:398673fe5ce2 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:15:63ea8a0913fd,2,0,
real_multi_hop_16,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:44:8efbbfcf29a4 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:15:63ea8a0913fd,2,0,
real_multi_hop_17,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:46:dce482ea79e3 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:15:63ea8a0913fd,2,0,
real_multi_hop_18,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:48:0a7c9edc3178 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:15:63ea8a0913fd,2,0,
real_multi_hop_19,Vinhomes_Gia_Nha_2026.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,3,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9 | eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:42:398673fe5ce2 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:15:63ea8a0913fd,3,0,
real_multi_hop_20,Vinhomes_Gia_Nha_2026.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,3,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9 | eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:37:948fc77bdcf0 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:14:f6fb05561df3,3,0,
real_multi_hop_21,Vinhomes_Gia_Nha_2026.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,3,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9 | eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:35:fc3f63a6e7d9 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:14:f6fb05561df3,3,0,
real_multi_hop_22,Vinhomes_Gia_Nha_2026.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,3,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9 | eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:14:ca7b4845488e | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:13:ad08d6fa43d5,3,0,
real_multi_hop_23,Vinhomes_Gia_Nha_2026.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,3,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9 | eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:44:8efbbfcf29a4 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:15:63ea8a0913fd,3,0,
real_multi_hop_24,Vinhomes_Gia_Nha_2026.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,3,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9 | eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:16:b200591f4f5f | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:13:ad08d6fa43d5,3,0,
real_multi_hop_25,Vinhomes_Gia_Nha_2026.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,3,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9 | eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:46:dce482ea79e3 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:15:63ea8a0913fd,3,0,
real_multi_hop_26,Vinhomes_Gia_Nha_2026.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,3,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9 | eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:24:9dfa702397f6 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:13:ad08d6fa43d5,3,0,
real_multi_hop_27,Vinhomes_Gia_Nha_2026.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,3,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9 | eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:28:4f9988db33ce | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:12:e39d87b170f0,3,0,
real_multi_hop_28,Vinhomes_Gia_Nha_2026.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,3,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9 | eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:26:1158151c481d | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:12:e39d87b170f0,3,0,
real_multi_hop_29,Vinhomes_Gia_Nha_2026.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,3,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9 | eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:48:0a7c9edc3178 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:15:63ea8a0913fd,3,0,
real_multi_hop_30,Vinhomes_Gia_Nha_2026.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,3,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9 | eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:32:bad9d6a7bc21 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:12:e39d87b170f0,3,0,
real_null_insufficient_01,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_02,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_03,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_04,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_05,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_06,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_07,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_08,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_09,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_10,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_11,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_12,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_13,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_14,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_15,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_16,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_17,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_18,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_19,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_20,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_21,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_22,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_23,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_24,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_25,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_26,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_27,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_28,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_29,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_null_insufficient_30,__none__,null_insufficient,null,,negative_no_match,1.0,0,,0,0,
real_permission_sensitive_01_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:12:58ec764084f1,1,0,
real_permission_sensitive_01_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_02_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:14:ca7b4845488e,1,0,
real_permission_sensitive_02_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_03_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:16:b200591f4f5f,1,0,
real_permission_sensitive_03_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_04_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:18:c29e420469e5,1,0,
real_permission_sensitive_04_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_05_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:20:10367715795d,1,0,
real_permission_sensitive_05_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_06_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:22:02d56c3bf08a,1,0,
real_permission_sensitive_06_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_07_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:24:9dfa702397f6,1,0,
real_permission_sensitive_07_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_08_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:26:1158151c481d,1,0,
real_permission_sensitive_08_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_09_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:28:4f9988db33ce,1,0,
real_permission_sensitive_09_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_10_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:30:e954cfc26432,1,0,
real_permission_sensitive_10_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_11_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:32:bad9d6a7bc21,1,0,
real_permission_sensitive_11_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_12_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:35:fc3f63a6e7d9,1,0,
real_permission_sensitive_12_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_13_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:37:948fc77bdcf0,1,0,
real_permission_sensitive_13_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_14_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:39:7c74de4c0bb4,1,0,
real_permission_sensitive_14_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
real_permission_sensitive_15_allow,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_allowed,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:42:398673fe5ce2,1,0,
real_permission_sensitive_15_deny,Vinhomes_Tien_Ich_Toan_Quoc.docx,permission_sensitive,permission_denied,,protected_chunk,1.0,0,,0,1,
